feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20,label
-763.9328603541,43.931491224,8.1392346511,-1.2666897332,-3.5709587136,-0.493162388,-15.4846664555,-8.829404557,-4.8276460554,-1.4198896366,-5.6695321237,-2.5151030259,-3.9045335776,-6.4229511046,-0.8373302974,-1.2406714827,-6.2141990473,-0.6010645724,-6.1598862279,-6.1648016812,7
-651.9034139563,51.6400575782,2.6930952237,4.0465655853,-1.2470163828,-4.6271099297,-8.4233317167,-0.8069608402,-2.3210426886,3.1511242526,0.2660819466,3.9014223218,1.4591572364,0.2012493902,1.906882356,0.029609614,-1.1897073898,-0.1557611651,-3.6485893595,-4.1278755864,7
-687.2009756805,59.3170519135,-6.2187002243,4.816952251,-4.2309430028,-7.25540472,-15.0304508376,-11.3849235097,-8.6866755673,-1.2608352992,-6.4983924926,-2.7667886105,-9.6173685922,-4.3825308919,-4.8417964728,-1.0837352104,-11.0473372704,-1.5321334695,-7.4716219375,-4.9747283069,7
-662.4930376736,44.5043787368,-22.3433885003,0.5969810957,-9.8483927012,-14.5501714769,-12.6306483258,-8.7149018131,-8.2056928503,-0.7503728273,-7.5655431704,-1.8946443228,-7.0775658393,-5.8897906269,-1.4818129159,-7.3340231211,-6.2288420904,-5.0684457737,-8.157598945,-3.5721092649,7
-563.876298612,31.2198307739,-19.4715414827,2.5006982352,-9.493150049,-17.924473156,-12.889940638,-7.4693020028,-9.8417069989,-1.3455007279,-6.3983063543,-7.2623299964,-8.0057954433,-4.4632722979,-2.3389657704,-5.1112314193,2.5451907947,6.3594489528,6.2704081541,11.8409939736,7
-719.5291668104,47.1874958143,-3.5710299843,11.2747062507,-1.1616422385,-2.6887888783,-9.5440621398,-8.6953421005,-4.4668465277,3.3014294489,-5.1824367023,-2.886044056,-2.6133746365,-2.8751511442,-0.9958057702,-2.5375771413,-8.2617717013,0.9790922076,-4.9033737217,-5.3649490502,7
-537.3672733878,49.1730972603,4.1335609833,16.5771183622,2.7618019517,-14.6052876924,-3.4419589255,1.8764827517,-8.6789928158,-4.7907966066,-1.8112264794,-1.8544368158,-4.5520950645,1.8125046773,-6.5167635028,2.5007729726,-4.5999992077,-2.6714648171,-1.182147142,-1.3861413745,7
-584.746166432,50.6965440975,18.502082516,15.8481659826,5.5872868345,-9.1536139663,-6.587871619,0.8087966058,-7.3543728656,-7.5132297197,-3.0176832639,-1.9435061014,-6.4964454596,1.3552962381,-7.760905878,1.5318029528,-6.2052932085,-3.0955273734,-2.7051244531,-3.699007693,7
-576.9146906436,54.0468314165,10.9976315483,20.0949420838,7.8532853875,-8.3738575519,-5.4435209672,2.7367728392,-3.3319875371,-4.1328389276,2.3238576114,1.0311497114,-3.1939974879,4.3995748548,-2.5969699838,3.0841137409,-1.7445177125,-0.7363122996,-0.8695853286,0.9808330098,7
-584.7663657639,59.9595978333,16.7413425866,21.3235820998,8.2317444404,-7.1511565023,-6.3691309362,0.8554361553,-3.2607623707,-6.1834603877,-0.8485334098,2.0891070634,-5.6115417416,3.6851144645,-3.1115656581,3.394990275,-3.0046535601,0.4259120637,-2.188629575,-0.1818943256,7
-671.9254461469,52.500127259,11.6952985619,13.3034236619,8.4468441312,-9.5437931748,-5.9979443912,-2.4116308259,-3.037030756,-5.7936307402,-2.9591422765,-1.525224097,-3.9281934697,0.5698747954,-4.9684768779,1.2431068665,-5.5879594241,-2.8144513683,-4.2545846776,1.15951095,7
-720.1356209217,64.8731467252,16.5902223178,13.0364854523,11.6493795241,2.0138094585,-5.4893311977,-3.6438369371,2.2001204595,0.9396833055,-0.7101892183,1.0858064219,1.7617135898,1.1463790324,0.10260332,4.980977133,-4.2721587633,-0.1416356147,-1.6905137695,2.2700945155,7
-685.8628480442,50.5062973399,8.2954081761,12.4115452041,6.0876583748,-7.6043497338,-6.7236555793,-3.8739157294,-1.4612768193,-2.9076878566,-2.4834683811,-0.6756147596,-2.9475150013,-0.6854255829,-0.9426153657,0.258364177,-8.016098295,0.7557941975,-4.7960014588,0.2358731482,7
-663.6469780559,62.0932568175,4.0019518354,12.8959762673,6.4776773654,-9.4961444857,-8.3525634692,-4.6952146118,-0.6439272442,-3.1205453553,-1.9187798597,-1.6503443392,-0.4524741778,-2.4971402912,-2.2243616021,2.1472232787,-8.4344782185,1.3592496537,-5.1087227158,-0.2360725517,7
-644.1603803565,36.224784489,0.3480699643,2.9694601321,-6.3934852596,-7.6857465724,-6.1176046269,-9.4167471668,-11.8192213864,-3.325089646,-4.1393355624,-6.1970544841,-3.7436539116,-1.4765284649,-4.7329626863,-3.6273899477,-6.2493699839,-0.0111351702,-1.0015480846,0.3778598084,7
-712.8295021729,40.9049133552,4.3554642906,0.8302934034,-2.908504411,-3.5670247729,-7.5225961846,-11.6100341404,-4.5973958073,-4.8070036083,-5.7350003989,-5.7723432145,-3.5960606645,-1.9930272527,-5.2822766251,-4.8777428336,-6.6829445589,-2.0579582594,-6.3232658426,-4.7254181191,7
-603.7867878987,26.1245752636,-6.9350802605,-0.1473304532,-5.0636140656,-9.2774688736,-7.0737948276,-8.8227447404,-7.9408828517,-5.11328754,-5.6347036789,-2.4549819447,-5.5612558517,-3.0285997857,-5.291491941,-6.0444535572,-5.1850391599,-3.6178541349,-2.4009362336,-0.945320466,7
-685.8401207968,37.1231065755,3.3016941581,0.8443941389,-2.907584797,-6.5308936088,-12.8371619576,-12.538007635,-6.3562627905,-4.8054790203,-7.9470343375,-4.9619513385,-5.7517675851,-2.0030553082,-7.0995534527,-7.7775934199,-8.2516945947,-4.7680639839,-6.8832390533,-5.9475833204,7
-539.6388562582,33.6252424709,-9.0214159618,-8.8737080468,-12.4806336315,-8.0557883511,-8.091956347,-14.1582843491,-13.8389670431,-4.3205961397,-6.0043375205,-8.2741819249,-9.4022871704,-3.8735011468,-9.5800199079,-7.2050916784,-6.9264896471,1.0807099703,-1.7505844271,1.7496764462,7
-687.909010051,58.3524206344,-4.8126473891,2.930241053,-1.6841433195,-8.099971712,-9.4342908774,-7.9078402538,-1.2735012018,-1.2900974773,-4.4253823253,-2.4068494346,-3.0307287078,0.8009671532,-2.9813732139,-3.4636962052,-6.1387145657,-1.8901374403,-4.9360333925,-3.07574576,7
-556.3421821062,17.595481841,-5.6675538529,-10.8398547921,-10.1826082182,-10.536311668,-13.2832502312,-12.6728164195,-11.4745872662,-3.2874622616,-6.9135543349,-9.5904710806,-5.8557297736,-2.5995511011,-6.177737398,-3.6471317418,-2.1818964809,0.3830107844,-0.4852588693,0.8505720944,7
-644.6212982366,39.5932710651,-6.9613745883,0.5597160911,-5.7756459119,-8.5908535305,-6.8564426417,-11.1213828447,-8.6121876915,-2.8868093597,-5.3589220325,-6.1401178486,-3.7559918624,-3.1474202377,-5.6630450173,-6.2528328263,-7.6904559581,-2.4210958515,-5.1249356336,-3.2581278939,7
-602.0210524492,69.515897754,-6.8768102783,10.1281534467,13.6336103951,-1.1801881773,-1.0657064288,-0.3272622536,-6.7907800962,1.4735384535,1.8872907202,2.0333803614,-1.9713411878,-0.1381648441,3.056306403,2.0753050803,0.3530506348,0.2083589119,-2.9402914711,2.5309869502,8
-591.3578026661,84.1738619698,-8.2786374032,13.3917157806,16.5460197219,-1.3389480062,0.550777976,0.7357223595,-4.3866772434,2.2928301474,0.7532953601,3.0131301918,-0.596841295,2.2356289362,2.5406240211,1.077482978,1.7177605751,-0.864725805,-1.9380296319,3.4718092484,8
-623.0642867354,74.9142200151,1.3558484003,17.0834349404,18.3610716288,2.8635432514,3.0583724702,-0.1910205654,-4.2028222539,1.7361884358,1.3572921666,2.0752710474,2.0890476214,2.8030480693,1.7157553143,-0.2857816152,0.5597529994,0.8626840035,-0.7261953985,4.301483524,8
-568.0199945221,63.5059923854,-4.4226377335,16.7582114374,17.3710456227,-1.154824513,1.7349117254,3.4291808883,-3.5970627944,4.7620898849,3.7400094549,1.6629175395,0.3573613471,3.4360113321,3.322593812,2.8563447727,1.7594380175,0.9028213099,-2.9030894612,5.872599461,8
-564.1551044079,67.8320331261,-2.9154174294,15.3724473217,17.0539164933,-0.4950463574,-2.1902578608,-1.0007362015,-7.3843374339,0.2593997008,-1.6831239682,-0.0924689201,0.2161588012,0.4649531234,1.1663837193,0.8047707614,-2.2591582979,-2.3060263317,-3.8349924284,3.9435420085,8
-582.6752544839,63.2055046845,-4.284828233,10.570133956,10.5273171483,-0.4638873285,2.1778520574,0.0639980078,-4.871260137,1.8885726458,0.3802247812,-0.2996941294,-2.6273289763,-0.4958083109,1.3272353071,2.6854666437,-0.0597471061,-1.2688971319,-1.8083321606,3.0309719608,8
-615.0677035844,73.2295002684,3.4022762107,12.966039068,12.3421376715,1.6317986758,0.8274830105,-3.3773010863,-6.358266614,2.439396599,-0.8591844376,-0.2617733833,0.9701254856,-0.5983764972,-0.7730962657,0.7090716671,-2.1524756377,-1.423853745,-2.4413319477,4.0534998979,8
-527.8627915587,53.9075121882,-0.8572532246,12.5806763603,11.7951859337,0.2763163266,1.4840920745,1.5905182222,-4.2324966601,3.1114336029,1.978697686,0.5970456649,1.1058432594,1.7941497648,0.4296628181,3.3165319538,-0.2715380316,0.9602788923,-1.685049675,3.7053997473,8
-446.3728242847,33.6227704011,4.6565977814,9.3035856967,-1.1895609469,1.9364426756,0.4558211509,1.4176666478,-3.8230943376,-0.4886476371,0.3352139393,-3.1062499486,-2.7270658671,-0.6871747519,-4.3976873776,-0.1535064129,-3.5118296587,-1.1088338307,1.1742310874,2.1331491178,8
-563.2520572675,44.1698762169,-1.1755096059,6.9887338344,6.3042098619,3.2343869982,1.6808600885,-3.3586230767,-5.5068149984,-0.7901208666,-0.5172781921,-4.5693375781,-0.99349224,2.7365632256,-2.7182668807,1.6534694757,-1.9578317682,0.7164651133,-2.1230070906,1.747367312,8
-468.9073996712,33.6311516569,4.7678740116,7.9784061732,-0.598726957,3.8602143035,-0.4492204455,1.7539608982,-3.6754400367,-1.2234573044,1.1699597944,-2.3834578284,-2.4705337849,0.3541524374,-4.294289774,-0.2218820504,-4.1720296603,-1.6809788587,-0.3681552071,1.1072574414,8
-490.1286262128,41.1700544398,2.5526965328,10.2072710065,4.8362262557,6.7299838258,3.4387857586,-0.7302249376,-3.0175826335,2.0814916354,2.7306549614,-0.3712500409,0.7877979304,3.0819822772,-2.0962011222,2.9092813966,-0.8902753526,2.8115300553,0.2845792037,-0.3469035852,8
-565.4240973041,45.8060455461,7.0137629432,12.929628629,6.1072700396,6.5514181542,6.2850764719,0.7170534798,-2.2663653406,2.5988974293,1.9245241416,-0.3063475507,2.4510160782,1.895521763,-2.1280194486,3.8131891311,-4.0352494929,0.9527804385,-0.1424530287,0.0793779987,8
-559.4292975074,41.7229021756,5.387507074,12.7097235405,1.9190723855,8.6978199647,3.1265283841,-5.1696269633,-7.2027292838,1.6221301973,-0.4245879944,-4.9794472433,-1.9500488794,0.0264634191,-4.8886840068,-0.1064522467,-4.9868976499,-0.4378755258,-2.1423154977,0.1398925859,8
-569.7549337992,55.2347352169,3.3772941785,11.5099514092,4.4965720923,8.842909144,6.5700443939,-4.2990670811,-7.8022001021,3.5518597335,3.4420695071,-1.6428106863,0.9140100068,1.7855651587,-1.8970917294,2.6719756706,-0.7928539601,-0.2551314868,-1.4852053513,0.2854809708,8
-505.7087459912,36.9947344231,3.669349668,13.0091097024,4.3135771726,4.1401377507,3.8498313028,2.7722279699,-0.845864119,1.3643714598,1.0822733903,-0.4094706075,-2.4900063382,1.0412604237,-2.4009301549,2.9002266462,-1.8731348831,0.1847670692,-1.1621982327,1.2123632137,8
-542.3487128622,58.5986223811,-1.925523624,6.9841034151,7.0630935105,-8.23882596,-5.3940440998,-4.3604934206,-14.0887932724,-2.6982174207,-3.9678339224,-8.7477689411,-4.2760982227,-1.7654149392,-5.2696029538,-0.5068999646,-6.0991166192,-2.6177541719,-2.0954313479,-0.2484579159,8
-565.6231971941,55.6600873474,-0.5541188134,7.7346527446,6.7676375671,-6.0204374088,-2.5635467138,-2.4822266492,-12.8038274567,-3.064152852,-3.6176037198,-7.5971270757,-4.8089191503,-2.2129243647,-5.5523275788,-0.3458618992,-5.8512662113,-1.8849320521,-3.1364857431,-1.8468110446,8
-518.3631710512,55.2263504984,-9.6822030221,9.976471314,3.5039687249,-9.6480150119,-8.591791617,-3.363752822,-15.6044442376,-5.6490038412,-3.2832515119,-11.2561313371,-3.7526913745,-2.6287025385,-4.8705565138,-1.0399448903,-8.4509573527,-4.2080357225,-4.0692773204,-2.5243776247,8
-500.9177143529,46.3398130155,-5.6604935954,9.0041258046,4.3485101411,-6.8996219418,-7.3267275629,-3.0119991135,-15.4568038831,-3.7018126312,-2.9863248505,-11.1774085187,-3.5983334324,-1.7957426719,-4.8318271905,-1.5519601482,-6.0703293662,-3.7402523304,-1.6701665615,-1.6833508078,8
-512.5093000747,44.0925079821,-3.181606765,10.0593112922,3.9688677139,-4.9856238912,-7.0001707112,-5.1114905508,-15.9261427154,-1.945137348,-3.8377336817,-10.5767859676,-3.8613597614,-3.656397109,-4.2135029973,0.0423868841,-6.44798737,-4.1117524324,-2.307348339,-1.7726880104,8
-512.0266819901,51.7675951115,1.2934982222,6.4124928471,4.7105241811,-6.5671795194,-4.0025355338,-3.9299429371,-12.4249378862,-1.7610394836,-5.7665486461,-8.4020960489,-6.8140089663,-3.4668451935,-5.4679046946,-1.8462518366,-4.9403145101,-2.0809272582,-3.1975903333,-3.5003295111,8
-541.7689773917,49.4224123879,-5.7764234975,8.1296564445,6.2660184981,-5.3359931026,-5.7516628738,-5.5482559861,-17.2227424634,0.1964654971,-1.3577949706,-10.1717969943,-4.5488746875,-0.9542713169,-3.8967634523,-1.2146105855,-5.5605030844,-4.1828311966,-1.7114340371,0.487120036,8
-549.1179829061,51.179079077,-5.6402081171,7.1796274862,5.2692881365,-6.1237406449,-4.1318496225,-5.8526621297,-12.7194042112,-2.6062377971,-5.0449603331,-10.1860053978,-5.4762371604,-1.9265117957,-3.2269977125,-0.8842493443,-6.0777291675,-3.4314428398,-2.8491298103,-1.9749660394,8
-528.4492244946,27.8922052005,5.3238125779,6.1209319296,-1.831898115,0.8365115428,-3.8231554816,0.0339808578,-7.8167882071,-3.7611774086,0.3720680634,-2.4463591984,-5.7593524762,-1.4208269107,-0.8969773527,-1.0480588224,-5.5612044253,-1.1185702088,-5.0650904493,0.5050318673,8
-549.8806608656,36.2567175797,4.1397034764,5.1843234211,-0.4100945264,2.5475061466,-2.9344320472,-0.9728548646,-7.242578765,-4.9690719167,0.898945928,-0.3004694476,-4.5350729821,-1.7995357421,-0.1145054023,0.7325644776,-6.2481019703,0.386163927,-4.0673011705,1.7812405205,8
-503.2840372165,34.3399564891,2.5727711591,5.0086102109,-2.7239384569,0.5419632713,-2.6898344144,0.3908430317,-6.5831031424,-4.3728117831,1.027957006,-0.8149053985,-6.1442761258,-2.1569549907,-3.4824136797,-1.2405515467,-6.4295276814,-0.5608359335,-4.2942938111,1.021377311,8
-577.8832991463,46.7538969619,2.0545243923,3.8385563799,1.503562032,3.6908717509,-0.9487851783,-6.2201637008,-12.337721659,-4.6995310491,1.758205705,-0.537263013,-3.6462506496,-1.0454266463,-3.6157188033,2.4469208055,-2.2886983542,-0.0850297818,-4.4853359527,2.1781841641,8
-577.0536796758,43.6256955627,9.0297470643,9.2756116984,2.1882698679,2.7994671243,1.5850169626,1.5460607611,-6.5176381439,-3.6766814389,1.2469055107,0.6439138943,-3.5676821965,-0.2254738945,-1.8463573317,4.7241751049,-2.3634259292,1.3190902804,-1.3856152497,1.988200817,8
-672.759033777,44.0345334328,12.9775730536,9.3190245428,5.1551051711,5.4996332714,2.2792344003,0.2005195317,-2.5964660655,-1.3401279113,3.5886055978,2.8860127483,-2.0988928287,1.3156690761,0.7712932048,1.7207821152,-1.8864641498,1.9045625401,-2.3766036917,4.1888615195,8
-596.1760949305,38.7395864447,4.4978019881,7.4965310481,2.4899459156,1.7970403632,-0.6104972174,-2.0531040478,-4.6328823127,-3.1337677447,0.628633086,0.8915485908,-3.6382749867,-2.2153525072,-1.4334801483,-0.1877295781,-2.6785718223,1.0023425616,-3.8258935461,2.3985176688,8
-635.2338885494,43.4575772103,10.1216945964,3.5605771987,1.3929114556,2.2028600631,-1.4394898421,-1.6596141795,-3.3140396575,-4.0335128628,-0.327294696,-0.0375849503,-4.2824046805,-1.4607330764,0.6086903796,0.4177190342,-5.0481969617,1.551800095,-3.0844618035,1.6485222438,8
-572.0284163185,43.2876439182,-1.3002868871,0.8049338853,-1.8617383072,-4.2832944614,5.4953186478,-10.4529460257,-5.65532368,-2.4089659883,-1.5169731515,-2.7876607121,-5.238609016,1.5383264617,-1.957378516,-1.8164788596,-0.3805327564,6.426789484,2.0143024316,7.3717404344,8
-563.7704248344,40.6404593274,2.5729027752,2.4771690473,1.3233961395,-2.2207323631,3.8895521997,-14.0227479153,-6.6422546032,-3.0955474112,-3.354975905,-5.59064568,-6.5918659166,1.621364986,0.7853596507,-0.602901728,-0.658771829,4.6688070073,1.0786718981,5.6350057986,8
-617.8654822774,50.2332166238,2.8431625694,9.8312163951,7.2181863513,1.9413252675,4.1298051481,-11.9858692352,-1.772260558,3.0919228543,-0.6427805854,-3.6047296027,-1.3010479769,3.879811647,-0.9533129605,1.2595470685,-1.1768677687,2.6648238895,-0.7324045835,5.4298840572,8
-616.5485210348,50.8389283169,1.0542840531,7.8254568533,3.6325617302,-0.9148996504,4.7974941999,-12.1412891183,-1.8228455721,-0.5432088813,-2.8770339829,-4.9630544425,-3.526562707,3.0829445638,0.0896761101,-0.8043387135,-2.3515323455,2.7817159343,-2.1225403579,3.4971305908,8
-557.1839572148,48.5004330348,-7.6663975246,6.7131761689,1.5667790207,-2.1276764475,2.076696759,-13.8509215792,-5.8402890606,2.3711301814,-3.3110688788,-5.416853865,-3.4371511193,3.2479235784,-0.7097104477,2.4127871684,-0.0610208024,5.0186164976,2.0389432792,7.6748812562,8
-631.2338906495,52.6350598308,10.0762359998,10.8571537041,5.9081814913,-1.9093766202,5.8892622295,-9.3033683341,-3.5614479763,-0.9032346793,-2.0331873726,-4.3016974707,-5.1560431921,1.5162169935,-0.4052311378,-0.4350006237,-1.7722179562,1.293146801,-2.780129688,2.9110125959,8
-555.1728915512,49.6547218687,-3.344958996,4.9842452494,0.6242441714,-3.4922717965,3.8356567419,-13.6983888876,-5.2580640246,1.1033627919,-3.8670513478,-4.4947315315,-4.7328109013,3.3812602866,-0.7717527106,-1.032512064,-0.7429052383,4.5196310839,0.752011394,7.2866601562,8
-589.3181933702,44.8252705121,3.3676414566,6.2371496811,5.5918360115,-0.2814772861,3.0210318047,-11.4792857045,-2.8328736245,0.8036355563,-3.7466157355,-3.5616936621,-5.3595392453,2.3214473895,1.1543854036,-1.1157364803,-1.5058590144,3.9042659593,0.493797737,6.4148716063,8
-592.2135457137,26.2654593195,-16.8276875066,-1.8111868448,-13.6118045305,-10.6494760782,-13.1614750938,-16.7041997556,-7.0889165148,-6.3767254932,-9.0656871669,-3.5408645718,-5.7309740395,-0.7837904124,4.6867121457,1.0631675668,-1.4379727296,-0.2729379518,-2.8635659073,-0.8836722628,8
-576.171813974,34.7228971434,-14.2599144433,-3.7517133926,-10.8150474551,-10.476385119,-12.5864391044,-14.3039895706,-7.4395171163,-3.2039003819,-9.5790397854,-4.4722854105,-5.1462369956,-2.3064852769,2.8390828572,1.0355309652,0.360087547,1.1430102951,-1.4737979458,-0.7073777311,8
-605.5234722318,30.7083983213,-10.1819818429,1.4496104986,-9.689778601,-6.0737676896,-10.5813731753,-10.0601410866,-7.353575772,-4.5863539405,-7.6355607881,-0.6468309819,-5.5698976357,-4.4171006418,0.1996582967,-3.8112090611,-3.8202386636,-0.4545981084,-2.0823456072,-0.0867412391,8
-519.0152529279,29.913491457,-3.8102290643,-0.8923527665,-5.1589826658,-6.1155179221,-11.2886909299,-6.3369110761,-8.7093200522,-2.1873211116,-6.6560411163,-4.3771904955,-4.119211664,-0.8620078494,1.3995648603,1.9049197822,-0.0190709478,4.9674289463,2.711810973,0.2905939862,8
-543.6162099315,31.0094561695,-17.497511094,-3.2187625007,-12.4417040481,-17.356244604,-12.5049203478,-11.3324404175,-9.1150046674,0.2752423694,-6.7352375264,2.7153844151,-0.8651657289,-3.6228806094,1.7882223901,-2.5043334297,-2.4808885959,1.8572132451,-5.6454628146,0.9670202714,8
-681.8857123868,30.9948871539,-1.9352340119,0.8045869934,-6.7695320865,-5.5053351985,-6.7250797324,-8.4061813038,-7.0185309568,-6.4071445516,-7.0509627727,-4.8466604664,-7.6648994395,-5.1992634626,-1.8863174681,-3.4052252251,-3.7662042191,0.3929639497,0.908881954,2.5199035328,8
-494.8603008643,24.5401713086,-5.8250588217,1.8405711919,-9.8872975101,-5.8831019794,-8.3077935936,-10.2213059582,-2.0033509705,-2.9719176661,-6.6652671827,-1.6693319387,-7.1136786911,-1.1941795452,1.0481649104,-1.710039419,-3.1449168719,1.8952804529,0.2917276127,0.5381633175,8
-530.4003095901,38.6592132482,-13.8106905872,-5.9784122118,-13.6995595513,-14.27851093,-10.5866419097,-11.1817553706,-9.8465028051,-2.6882008967,-9.2809168712,1.6945774253,1.1676272095,-2.6653294451,2.9606631935,-2.4554196652,-3.2173666296,-1.250462079,-3.4143521929,0.5970102807,8
-499.2366209427,27.199612801,-8.803360718,-9.5487601518,-7.8809851944,-6.8469312727,-15.4876453572,-10.8464108663,-16.3901624165,-5.3581924286,-1.9209104193,-12.352500513,-5.0489078079,-4.5374642508,-4.1693172625,0.6968848865,-2.7349981005,3.6045540583,-3.5079121554,-1.3210209416,8
-562.7059368539,39.3217622621,-10.814662459,-6.631643947,-5.600098279,-8.098437014,-12.9482272551,-8.9889731206,-15.0975032944,-2.6118013155,-1.1677580831,-11.1389968701,-4.8889310759,-6.5313620861,-3.8032675672,-2.4362705268,-7.8738592096,1.9503813364,-1.8540673154,0.9342253554,8
-540.0120796373,25.8834341964,-12.8668369934,-5.9936659594,-3.2748700972,-6.2431162305,-13.4352598867,-9.3384405569,-12.9728500828,-3.4199471204,-2.2886389822,-12.1393382222,-5.4281494829,-8.9406060074,-6.717983929,-2.9800095801,-5.8500847313,4.0948631019,-0.4413719273,0.0326273167,8
-579.0260792202,46.7556246038,-9.841126244,-5.1314213174,-4.6167281327,-5.8883495261,-11.5320349675,-13.4309869635,-14.5421415544,-3.6386495111,-1.3574668023,-13.1311081302,-4.1004344938,-5.248594602,-4.489166504,0.8209305814,-5.1096323068,2.1190710658,-1.8473977899,-2.6270312407,8
-597.0373717487,50.2815757448,-8.8459167778,-5.278768828,-1.0137165148,-7.7936044144,-10.3213223124,-7.7188258763,-10.9803006143,-4.6799711884,-0.0981790192,-11.5225267674,-3.6220829323,-6.2115753835,-3.2282820981,9.08576880049978E-05,-5.57405547,2.21006603,-0.6726158504,-0.7635874278,8
-529.2917828066,41.2686515823,-15.9550625523,-3.4231041892,-3.2731758878,-9.0455672508,-11.8411212201,-10.0903826265,-13.6651892114,-1.5207066095,-2.657815597,-11.4397906076,-2.2675353725,-5.9823344984,-3.3990554115,-1.1394124609,-7.0853080224,3.1154405157,-1.2427763687,1.6524337108,8
-574.261683639,45.6289165229,-12.5543288648,-4.7880366939,-3.9459775576,-10.5644061001,-13.0322588818,-9.7544348428,-13.10836129,-5.7680160605,-3.0744448313,-12.2317533582,-2.8072360706,-8.1716228881,-4.3749577029,-0.8283772058,-7.3926992996,1.4183833177,-0.8604449122,0.029037981,8
-556.5723639548,40.8550830643,-12.1587020412,-4.6347026157,-3.6673885281,-5.8730054535,-12.8611041205,-13.4517490713,-16.3528176007,-3.0055027281,-1.8613727345,-14.3993342925,-1.0129746106,-2.4876996557,0.0044140001,1.2972112508,-6.2836944834,0.3696374724,-4.1380399764,-1.4409571866,8
-639.8214404286,54.0499315576,3.8644315911,13.2966168315,9.5021475512,-2.9497178688,-3.3358828627,-2.228738428,-2.4661831383,-1.7463188952,-5.484043013,-1.270819378,-2.891670959,-2.1770861765,-2.8087572245,-0.9570977154,-1.6718861761,0.5549459706,-5.3335323299,2.3114511661,8
-716.907478578,66.8596637972,8.2091198504,20.3516053825,13.5895117095,0.9477908136,-1.0964972654,-1.315772017,-2.4716589258,-0.5746201293,-5.7320399599,-0.5749844394,-3.0645111028,0.2345536444,-0.6432750883,-0.8595651503,-0.8404977655,1.6445557113,-6.7790488691,1.9784806445,8
-726.6699173865,65.8996561114,13.4918758991,18.6186560439,12.1662521468,4.7909309434,-1.0198449884,-1.7751153041,-1.4373139105,-2.9970315361,-5.2547455679,-0.2472166917,-3.6995753275,-0.0133932592,-2.2559258208,-2.0185325017,-0.038464448,0.9134803525,-6.9678564703,3.2189582819,8
-730.7114922002,79.998432613,14.0678346755,24.436982447,18.5821887891,7.1087062813,3.0123407725,0.4066640945,1.8402228073,4.7706319294,-4.3151565904,3.723955641,1.4020161137,2.3313007805,1.1436333104,3.4226307097,0.9162230103,3.6917508527,-4.0221342247,5.1150266791,8
-765.319328327,78.7996616139,16.8394462068,21.1213260228,18.5042889986,9.7343885329,2.914939765,2.3083652549,2.8515649609,5.422236488,-1.760501668,5.0566473412,2.8868670872,3.2917067904,3.0073011349,4.0000811425,1.0455170136,4.5606325326,-2.8668564909,5.3644007318,8
-705.1198813699,76.4177870821,14.912098205,23.0871365244,18.8089295429,3.0209223286,-0.8552908789,-0.1627760297,2.8344783892,2.5905014074,-2.6369011871,4.3556661461,-0.2839552921,3.636117442,0.0543905906,0.6323270534,0.4610972197,2.3404730596,-5.0392871707,3.5411462687,8
-752.8779748908,74.0352073054,7.0315341943,17.3322365358,12.995073785,1.9073524078,-2.8711179515,-3.7245704126,-5.6722496745,0.6114054472,-6.0296392938,-0.3168120874,-2.4560689234,2.9878104003,-3.0475862611,-0.6758484319,-0.9976122849,2.161592714,-7.1305822027,1.9217685175,8
-767.9235526812,72.6157218778,8.455932716,17.5861420748,15.9296888565,0.6414278271,-1.3515951815,-2.2995050386,1.0479960561,1.6921294819,-5.4014044913,1.6011461113,-1.6224579785,1.0651426525,-1.5216572726,0.0643770196,-2.3928534187,1.5970882776,-5.3695812378,3.3172543979,8
-523.8514086188,38.47682491,-9.1907853164,0.8134439242,3.0659198206,-3.7813525271,-11.0857300862,-7.6884749184,-9.325803097,-5.1783096739,-2.9782513357,-4.0108119157,-8.3198941534,-3.2803504281,-9.1364755523,-3.7234087815,-5.9624877999,-7.8139866005,-4.0650368037,0.3071914935,8
-573.2828113025,44.5807137512,-8.3988888037,2.9649805518,3.3987337203,-4.4559744696,-7.0328297719,-7.0925879689,-10.4431839517,-4.8291980668,-1.615453546,-3.3348849567,-5.796033314,-0.5578082883,-8.4467602199,-1.1486732708,-4.4238347032,-6.2146998995,-5.3297312884,-1.450506165,8
-550.0400761688,46.2403657286,-6.5558376803,0.7066941544,2.9968004153,-1.08320701,-7.1374579144,-4.4534164253,-10.7108412425,-4.6523047538,0.1472006902,-1.0853970623,-6.3455138976,-0.9004958539,-7.7695943058,-1.3875666609,-4.6784761026,-5.6199690494,-5.441701415,-0.6101557091,8
-525.7083427605,34.5830406441,-10.949466071,-1.9729422496,-1.7845513224,-3.9619248769,-9.7818068698,-7.2906001097,-10.2674838724,-5.5782077285,-3.3594585999,-3.8203378953,-6.7148482813,-3.8854208695,-7.2193477202,-2.553538567,-5.8845779183,-5.2451830595,-3.8283783564,-0.293213945,8
-544.3539060845,43.5277337069,-9.1479694061,-1.7760951416,0.9230731423,-4.270443612,-7.7738202754,-6.6212833069,-10.9759671173,-4.8261938858,-2.4670924512,-3.0035637063,-7.1118230433,-3.2470486978,-6.9517899641,-1.8713560105,-7.4178703612,-5.3357061177,-5.646554318,-1.9399889398,8
